number,name,type1,type2,total,hp,attack,defense,sp_attack,sp_defense,speed,generation,legendary,total_scaled,type1_encoded
368,Gorebyss,Water,Flying,485.0,55.0,84.0,105.0,114.0,75.0,52.0,3,False,0.36361562583699436,19.0
369,Relicanth,Water,Rock,485.0,100.0,90.0,130.0,45.0,65.0,55.0,3,False,0.36361562583699436,19.0
370,Luvdisc,Water,Flying,330.0,43.0,30.0,55.0,40.0,65.0,97.0,3,False,-0.9139714919882785,19.0
371,Bagon,Dragon,Flying,300.0,45.0,75.0,60.0,40.0,30.0,50.0,3,False,-1.1612464180189765,3.0
372,Shelgon,Dragon,Flying,420.0,65.0,95.0,100.0,60.0,50.0,50.0,3,False,-0.1721467138961846,3.0
373,Salamence,Dragon,Flying,600.0,95.0,135.0,80.0,110.0,80.0,100.0,3,False,1.3115028422880033,3.0
373,Mega Salamence,Dragon,Flying,700.0,95.0,145.0,130.0,120.0,90.0,120.0,3,False,2.1357525957236634,3.0
374,Beldum,Steel,Psychic,300.0,40.0,55.0,80.0,35.0,60.0,30.0,3,False,-1.1612464180189765,18.0
375,Metang,Steel,Psychic,420.0,60.0,75.0,100.0,55.0,80.0,50.0,3,False,-0.1721467138961846,18.0
376,Metagross,Steel,Psychic,600.0,80.0,135.0,130.0,95.0,90.0,70.0,3,False,1.3115028422880033,18.0
376,Mega Metagross,Steel,Psychic,700.0,80.0,145.0,150.0,105.0,110.0,110.0,3,False,2.1357525957236634,18.0
377,Regirock,Rock,Flying,580.0,80.0,100.0,200.0,50.0,100.0,50.0,3,True,1.1466528916008714,17.0
378,Regice,Ice,Flying,580.0,80.0,50.0,100.0,100.0,200.0,50.0,3,True,1.1466528916008714,13.0
379,Registeel,Steel,Flying,580.0,80.0,75.0,150.0,75.0,150.0,50.0,3,True,1.1466528916008714,18.0
380,Latias,Dragon,Psychic,600.0,80.0,80.0,90.0,110.0,130.0,110.0,3,True,1.3115028422880033,3.0
380,Mega Latias,Dragon,Psychic,700.0,80.0,100.0,120.0,140.0,150.0,110.0,3,True,2.1357525957236634,3.0
381,Latios,Dragon,Psychic,600.0,80.0,90.0,80.0,130.0,110.0,110.0,3,True,1.3115028422880033,3.0
381,Mega Latios,Dragon,Psychic,700.0,80.0,130.0,100.0,160.0,120.0,110.0,3,True,2.1357525957236634,3.0
382,Kyogre,Water,Flying,670.0,100.0,100.0,90.0,150.0,140.0,90.0,3,True,1.8884776696929653,19.0
382,Primal Kyogre,Water,Flying,770.0,100.0,150.0,90.0,180.0,160.0,90.0,3,True,2.712727423128625,19.0
383,Groudon,Ground,Flying,670.0,100.0,150.0,140.0,100.0,90.0,90.0,3,True,1.8884776696929653,12.0
383,Primal Groudon,Ground,Fire,770.0,100.0,180.0,160.0,150.0,90.0,90.0,3,True,2.712727423128625,12.0
384,Rayquaza,Dragon,Flying,680.0,105.0,150.0,90.0,150.0,90.0,95.0,3,True,1.9709026450365312,3.0
384,Mega Rayquaza,Dragon,Flying,780.0,105.0,180.0,100.0,180.0,100.0,115.0,3,True,2.795152398472191,3.0
385,Jirachi,Steel,Psychic,600.0,100.0,100.0,100.0,100.0,100.0,100.0,3,True,1.3115028422880033,18.0
386,Deoxys Normal Forme,Psychic,Flying,600.0,50.0,150.0,50.0,150.0,50.0,150.0,3,True,1.3115028422880033,16.0
386,Deoxys Attack Forme,Psychic,Flying,600.0,50.0,180.0,20.0,180.0,20.0,150.0,3,True,1.3115028422880033,16.0
386,Deoxys Defense Forme,Psychic,Flying,600.0,50.0,70.0,160.0,70.0,160.0,90.0,3,True,1.3115028422880033,16.0
386,Deoxys Speed Forme,Psychic,Flying,600.0,50.0,95.0,90.0,95.0,90.0,180.0,3,True,1.3115028422880033,16.0
387,Turtwig,Grass,Flying,318.0,55.0,68.0,64.0,45.0,55.0,31.0,4,False,-1.0128814624005578,11.0
388,Grotle,Grass,Flying,405.0,75.0,89.0,85.0,55.0,65.0,36.0,4,False,-0.29578417691153364,11.0
389,Torterra,Grass,Ground,525.0,95.0,109.0,105.0,75.0,85.0,56.0,4,False,0.6933155272112583,11.0
390,Chimchar,Fire,Flying,309.0,44.0,58.0,44.0,58.0,44.0,61.0,4,False,-1.087063940209767,7.0
391,Monferno,Fire,Fighting,405.0,64.0,78.0,52.0,78.0,52.0,81.0,4,False,-0.29578417691153364,7.0
392,Infernape,Fire,Fighting,534.0,76.0,104.0,71.0,104.0,71.0,108.0,4,False,0.7674980050204677,7.0
393,Piplup,Water,Flying,314.0,53.0,51.0,53.0,61.0,56.0,40.0,4,False,-1.045851452537984,19.0
394,Prinplup,Water,Flying,405.0,64.0,66.0,68.0,81.0,76.0,50.0,4,False,-0.29578417691153364,19.0
395,Empoleon,Water,Steel,530.0,84.0,86.0,88.0,111.0,101.0,60.0,4,False,0.7345280148830413,19.0
396,Starly,Normal,Flying,245.0,40.0,55.0,30.0,30.0,30.0,60.0,4,False,-1.6145837824085896,14.0
397,Staravia,Normal,Flying,340.0,55.0,75.0,50.0,40.0,40.0,80.0,4,False,-0.8315465166447126,14.0
398,Staraptor,Normal,Flying,485.0,85.0,120.0,70.0,50.0,60.0,100.0,4,False,0.36361562583699436,14.0
399,Bidoof,Normal,Flying,250.0,59.0,45.0,40.0,35.0,40.0,31.0,4,False,-1.5733712947368066,14.0
400,Bibarel,Normal,Water,410.0,79.0,85.0,60.0,55.0,60.0,71.0,4,False,-0.2545716892397506,14.0
401,Kricketot,Bug,Flying,194.0,37.0,25.0,41.0,25.0,41.0,25.0,4,False,-2.0349511566607763,1.0
402,Kricketune,Bug,Flying,384.0,77.0,85.0,51.0,55.0,51.0,65.0,4,False,-0.4688766251330222,1.0
403,Shinx,Electric,Flying,263.0,45.0,65.0,34.0,40.0,34.0,45.0,4,False,-1.4662188267901708,4.0
404,Luxio,Electric,Flying,363.0,60.0,85.0,49.0,60.0,49.0,60.0,4,False,-0.6419690733545108,4.0
405,Luxray,Electric,Flying,523.0,80.0,120.0,79.0,95.0,79.0,70.0,4,False,0.6768305321425451,4.0
406,Budew,Grass,Poison,280.0,40.0,30.0,35.0,50.0,70.0,55.0,4,False,-1.3260963687061085,11.0
407,Roserade,Grass,Poison,515.0,60.0,70.0,65.0,125.0,105.0,90.0,4,False,0.6108905518676924,11.0
408,Cranidos,Rock,Flying,350.0,67.0,125.0,40.0,30.0,30.0,58.0,4,False,-0.7491215413011466,17.0
409,Rampardos,Rock,Flying,495.0,97.0,165.0,60.0,65.0,50.0,58.0,4,False,0.4460406011805603,17.0
410,Shieldon,Rock,Steel,350.0,30.0,42.0,118.0,42.0,88.0,30.0,4,False,-0.7491215413011466,17.0
411,Bastiodon,Rock,Steel,495.0,60.0,52.0,168.0,47.0,138.0,30.0,4,False,0.4460406011805603,17.0
412,Burmy,Bug,Flying,224.0,40.0,29.0,45.0,29.0,45.0,36.0,4,False,-1.7876762306300782,1.0
413,Wormadam Plant Cloak,Bug,Grass,424.0,60.0,59.0,85.0,79.0,105.0,36.0,4,False,-0.13917672375875823,1.0
413,Wormadam Sandy Cloak,Bug,Ground,424.0,60.0,79.0,105.0,59.0,85.0,36.0,4,False,-0.13917672375875823,1.0
413,Wormadam Trash Cloak,Bug,Steel,424.0,60.0,69.0,95.0,69.0,95.0,36.0,4,False,-0.13917672375875823,1.0
414,Mothim,Bug,Flying,424.0,70.0,94.0,50.0,94.0,50.0,66.0,4,False,-0.13917672375875823,1.0
415,Combee,Bug,Flying,244.0,30.0,30.0,42.0,30.0,42.0,70.0,4,False,-1.622826279942946,1.0
416,Vespiquen,Bug,Flying,474.0,70.0,80.0,102.0,80.0,102.0,40.0,4,False,0.27294815295907177,1.0
417,Pachirisu,Electric,Flying,405.0,60.0,45.0,70.0,45.0,90.0,95.0,4,False,-0.29578417691153364,4.0
418,Buizel,Water,Flying,330.0,55.0,65.0,35.0,60.0,30.0,85.0,4,False,-0.9139714919882785,19.0
419,Floatzel,Water,Flying,495.0,85.0,105.0,55.0,85.0,50.0,115.0,4,False,0.4460406011805603,19.0
420,Cherubi,Grass,Flying,275.0,45.0,35.0,45.0,62.0,53.0,35.0,4,False,-1.3673088563778915,11.0
421,Cherrim,Grass,Flying,450.0,70.0,60.0,70.0,87.0,78.0,85.0,4,False,0.07512821213451336,11.0
422,Shellos,Water,Flying,325.0,76.0,48.0,48.0,57.0,62.0,34.0,4,False,-0.9551839796600615,19.0
423,Gastrodon,Water,Ground,475.0,111.0,83.0,68.0,92.0,82.0,39.0,4,False,0.28119065049342834,19.0
424,Ambipom,Normal,Flying,482.0,75.0,100.0,66.0,60.0,66.0,115.0,4,False,0.3388881332339245,14.0
425,Drifloon,Ghost,Flying,348.0,90.0,50.0,34.0,60.0,44.0,70.0,4,False,-0.7656065363698598,9.0
426,Drifblim,Ghost,Flying,498.0,150.0,80.0,44.0,90.0,54.0,80.0,4,False,0.47076809378363016,9.0
427,Buneary,Normal,Flying,350.0,55.0,66.0,44.0,44.0,56.0,85.0,4,False,-0.7491215413011466,14.0
428,Lopunny,Normal,Flying,480.0,65.0,76.0,84.0,54.0,96.0,105.0,4,False,0.3224031381652113,14.0
428,Mega Lopunny,Normal,Fighting,580.0,65.0,136.0,94.0,54.0,96.0,135.0,4,False,1.1466528916008714,14.0
429,Mismagius,Ghost,Flying,495.0,60.0,60.0,60.0,105.0,105.0,105.0,4,False,0.4460406011805603,9.0
430,Honchkrow,Dark,Flying,505.0,100.0,125.0,52.0,105.0,52.0,71.0,4,False,0.5284655765241263,2.0
431,Glameow,Normal,Flying,310.0,49.0,55.0,42.0,42.0,37.0,85.0,4,False,-1.0788214426754106,14.0
432,Purugly,Normal,Flying,452.0,71.0,82.0,64.0,64.0,59.0,112.0,4,False,0.09161320720322656,14.0
433,Chingling,Psychic,Flying,285.0,45.0,30.0,50.0,65.0,50.0,45.0,4,False,-1.2848838810343255,16.0
434,Stunky,Poison,Dark,329.0,63.0,63.0,47.0,41.0,41.0,74.0,4,False,-0.9222139895226351,15.0
435,Skuntank,Poison,Dark,479.0,103.0,93.0,67.0,71.0,61.0,84.0,4,False,0.31416064063085475,15.0
436,Bronzor,Steel,Psychic,300.0,57.0,24.0,86.0,24.0,86.0,23.0,4,False,-1.1612464180189765,18.0
437,Bronzong,Steel,Psychic,500.0,67.0,89.0,116.0,79.0,116.0,33.0,4,False,0.4872530888523433,18.0
438,Bonsly,Rock,Flying,290.0,50.0,80.0,95.0,10.0,45.0,10.0,4,False,-1.2436713933625425,17.0
439,Mime Jr.,Psychic,Fairy,310.0,20.0,25.0,45.0,70.0,90.0,60.0,4,False,-1.0788214426754106,16.0
440,Happiny,Normal,Flying,220.0,100.0,5.0,5.0,15.0,65.0,30.0,4,False,-1.8206462207675045,14.0
441,Chatot,Normal,Flying,411.0,76.0,65.0,45.0,92.0,42.0,91.0,4,False,-0.24632919170539402,14.0
442,Spiritomb,Ghost,Dark,485.0,50.0,92.0,108.0,92.0,108.0,35.0,4,False,0.36361562583699436,9.0
443,Gible,Dragon,Ground,300.0,58.0,70.0,45.0,40.0,45.0,42.0,4,False,-1.1612464180189765,3.0
444,Gabite,Dragon,Ground,410.0,68.0,90.0,65.0,50.0,55.0,82.0,4,False,-0.2545716892397506,3.0
445,Garchomp,Dragon,Ground,600.0,108.0,130.0,95.0,80.0,85.0,102.0,4,False,1.3115028422880033,3.0
445,Mega Garchomp,Dragon,Ground,700.0,108.0,170.0,115.0,120.0,95.0,92.0,4,False,2.1357525957236634,3.0
446,Munchlax,Normal,Flying,390.0,135.0,85.0,40.0,40.0,85.0,5.0,4,False,-0.4194216399268826,14.0
447,Riolu,Fighting,Flying,285.0,40.0,70.0,40.0,35.0,40.0,60.0,4,False,-1.2848838810343255,6.0
448,Lucario,Fighting,Steel,525.0,70.0,110.0,70.0,115.0,70.0,90.0,4,False,0.6933155272112583,6.0
448,Mega Lucario,Fighting,Steel,625.0,70.0,145.0,88.0,140.0,70.0,112.0,4,False,1.5175652806469182,6.0
449,Hippopotas,Ground,Flying,330.0,68.0,72.0,78.0,38.0,42.0,32.0,4,False,-0.9139714919882785,12.0
450,Hippowdon,Ground,Flying,525.0,108.0,112.0,118.0,68.0,72.0,47.0,4,False,0.6933155272112583,12.0
451,Skorupi,Poison,Bug,330.0,40.0,50.0,90.0,30.0,55.0,65.0,4,False,-0.9139714919882785,15.0
452,Drapion,Poison,Dark,500.0,70.0,90.0,110.0,60.0,75.0,95.0,4,False,0.4872530888523433,15.0
453,Croagunk,Poison,Fighting,300.0,48.0,61.0,40.0,61.0,40.0,50.0,4,False,-1.1612464180189765,15.0
454,Toxicroak,Poison,Fighting,490.0,83.0,106.0,65.0,86.0,65.0,85.0,4,False,0.40482811350877734,15.0
455,Carnivine,Grass,Flying,454.0,74.0,100.0,72.0,90.0,72.0,46.0,4,False,0.10809820227193977,11.0
456,Finneon,Water,Flying,330.0,49.0,49.0,56.0,49.0,61.0,66.0,4,False,-0.9139714919882785,19.0
457,Lumineon,Water,Flying,460.0,69.0,69.0,76.0,69.0,86.0,91.0,4,False,0.15755318747807937,19.0
458,Mantyke,Water,Flying,345.0,45.0,20.0,50.0,60.0,120.0,50.0,4,False,-0.7903340289729296,19.0
459,Snover,Grass,Ice,334.0,60.0,62.0,50.0,62.0,60.0,40.0,4,False,-0.8810015018508521,11.0
460,Abomasnow,Grass,Ice,494.0,90.0,92.0,75.0,92.0,85.0,60.0,4,False,0.43779810364620375,11.0
460,Mega Abomasnow,Grass,Ice,594.0,90.0,132.0,105.0,132.0,105.0,30.0,4,False,1.2620478570818636,11.0
461,Weavile,Dark,Ice,510.0,70.0,120.0,65.0,45.0,85.0,125.0,4,False,0.5696780641959093,2.0
462,Magnezone,Electric,Steel,535.0,70.0,70.0,115.0,130.0,90.0,60.0,4,False,0.7757405025548243,4.0
463,Lickilicky,Normal,Flying,515.0,110.0,85.0,95.0,80.0,95.0,50.0,4,False,0.6108905518676924,14.0
464,Rhyperior,Ground,Rock,535.0,115.0,140.0,130.0,55.0,55.0,40.0,4,False,0.7757405025548243,12.0
465,Tangrowth,Grass,Flying,535.0,100.0,100.0,125.0,110.0,50.0,50.0,4,False,0.7757405025548243,11.0
466,Electivire,Electric,Flying,540.0,75.0,123.0,67.0,95.0,85.0,95.0,4,False,0.8169529902266073,4.0
467,Magmortar,Fire,Flying,540.0,75.0,95.0,67.0,125.0,95.0,83.0,4,False,0.8169529902266073,7.0
468,Togekiss,Fairy,Flying,545.0,85.0,50.0,95.0,120.0,115.0,80.0,4,False,0.8581654778983903,5.0
469,Yanmega,Bug,Flying,515.0,86.0,76.0,86.0,116.0,56.0,95.0,4,False,0.6108905518676924,1.0
470,Leafeon,Grass,Flying,525.0,65.0,110.0,130.0,60.0,65.0,95.0,4,False,0.6933155272112583,11.0
471,Glaceon,Ice,Flying,525.0,65.0,60.0,110.0,130.0,95.0,65.0,4,False,0.6933155272112583,13.0
472,Gliscor,Ground,Flying,510.0,75.0,95.0,125.0,45.0,75.0,95.0,4,False,0.5696780641959093,12.0
473,Mamoswine,Ice,Ground,530.0,110.0,130.0,80.0,70.0,60.0,80.0,4,False,0.7345280148830413,13.0
474,Porygon-Z,Normal,Flying,535.0,85.0,80.0,70.0,135.0,75.0,90.0,4,False,0.7757405025548243,14.0
475,Gallade,Psychic,Fighting,518.0,68.0,125.0,65.0,65.0,115.0,80.0,4,False,0.6356180444707621,16.0
475,Mega Gallade,Psychic,Fighting,618.0,68.0,165.0,95.0,65.0,115.0,110.0,4,False,1.459867797906422,16.0
476,Probopass,Rock,Steel,525.0,60.0,55.0,145.0,75.0,150.0,40.0,4,False,0.6933155272112583,17.0
477,Dusknoir,Ghost,Flying,525.0,45.0,100.0,135.0,65.0,135.0,45.0,4,False,0.6933155272112583,9.0
478,Froslass,Ice,Ghost,480.0,70.0,80.0,70.0,80.0,70.0,110.0,4,False,0.3224031381652113,13.0
479,Rotom,Electric,Ghost,440.0,50.0,50.0,77.0,95.0,77.0,91.0,4,False,-0.007296763209052631,4.0
479,Heat Rotom,Electric,Fire,520.0,50.0,65.0,107.0,105.0,107.0,86.0,4,False,0.6521030395394753,4.0
479,Wash Rotom,Electric,Water,520.0,50.0,65.0,107.0,105.0,107.0,86.0,4,False,0.6521030395394753,4.0
479,Frost Rotom,Electric,Ice,520.0,50.0,65.0,107.0,105.0,107.0,86.0,4,False,0.6521030395394753,4.0
479,Fan Rotom,Electric,Flying,520.0,50.0,65.0,107.0,105.0,107.0,86.0,4,False,0.6521030395394753,4.0
479,Mow Rotom,Electric,Grass,520.0,50.0,65.0,107.0,105.0,107.0,86.0,4,False,0.6521030395394753,4.0
480,Uxie,Psychic,Flying,580.0,75.0,75.0,130.0,75.0,130.0,95.0,4,True,1.1466528916008714,16.0
481,Mesprit,Psychic,Flying,580.0,80.0,105.0,105.0,105.0,105.0,80.0,4,True,1.1466528916008714,16.0
482,Azelf,Psychic,Flying,580.0,75.0,125.0,70.0,125.0,70.0,115.0,4,True,1.1466528916008714,16.0
483,Dialga,Steel,Dragon,680.0,100.0,120.0,120.0,150.0,100.0,90.0,4,True,1.9709026450365312,18.0
484,Palkia,Water,Dragon,680.0,90.0,120.0,100.0,150.0,120.0,100.0,4,True,1.9709026450365312,19.0
485,Heatran,Fire,Steel,600.0,91.0,90.0,106.0,130.0,106.0,77.0,4,True,1.3115028422880033,7.0
486,Regigigas,Normal,Flying,670.0,110.0,160.0,110.0,80.0,110.0,100.0,4,True,1.8884776696929653,14.0
487,Giratina Altered Forme,Ghost,Dragon,680.0,150.0,100.0,120.0,100.0,120.0,90.0,4,True,1.9709026450365312,9.0
487,Giratina Origin Forme,Ghost,Dragon,680.0,150.0,120.0,100.0,120.0,100.0,90.0,4,True,1.9709026450365312,9.0
488,Cresselia,Psychic,Flying,600.0,120.0,70.0,120.0,75.0,130.0,85.0,4,True,1.3115028422880033,16.0
489,Phione,Water,Flying,480.0,80.0,80.0,80.0,80.0,80.0,80.0,4,True,0.3224031381652113,19.0
490,Manaphy,Water,Flying,600.0,100.0,100.0,100.0,100.0,100.0,100.0,4,True,1.3115028422880033,19.0
491,Darkrai,Dark,Flying,600.0,70.0,90.0,90.0,135.0,90.0,125.0,4,True,1.3115028422880033,2.0
492,Shaymin Land Forme,Grass,Flying,600.0,100.0,100.0,100.0,100.0,100.0,100.0,4,True,1.3115028422880033,11.0
492,Shaymin Sky Forme,Grass,Flying,600.0,100.0,103.0,75.0,120.0,75.0,127.0,4,True,1.3115028422880033,11.0
493,Arceus,Normal,Flying,720.0,120.0,120.0,120.0,120.0,120.0,120.0,4,True,2.3006025464107953,14.0
494,Victini,Psychic,Fire,600.0,100.0,100.0,100.0,100.0,100.0,100.0,5,True,1.3115028422880033,16.0
495,Snivy,Grass,Flying,308.0,45.0,45.0,55.0,45.0,55.0,63.0,5,False,-1.0953064377441237,11.0
496,Servine,Grass,Flying,413.0,60.0,60.0,75.0,60.0,75.0,83.0,5,False,-0.22984419663668082,11.0
497,Serperior,Grass,Flying,528.0,75.0,75.0,95.0,75.0,95.0,113.0,5,False,0.7180430198143282,11.0
498,Tepig,Fire,Flying,308.0,65.0,63.0,45.0,45.0,45.0,45.0,5,False,-1.0953064377441237,7.0
499,Pignite,Fire,Fighting,418.0,90.0,93.0,55.0,70.0,55.0,55.0,5,False,-0.1886317089648978,7.0
500,Emboar,Fire,Fighting,528.0,110.0,123.0,65.0,100.0,65.0,65.0,5,False,0.7180430198143282,7.0
501,Oshawott,Water,Flying,308.0,55.0,55.0,45.0,63.0,45.0,45.0,5,False,-1.0953064377441237,19.0
502,Dewott,Water,Flying,413.0,75.0,75.0,60.0,83.0,60.0,60.0,5,False,-0.22984419663668082,19.0
503,Samurott,Water,Flying,528.0,95.0,100.0,85.0,108.0,70.0,70.0,5,False,0.7180430198143282,19.0
504,Patrat,Normal,Flying,255.0,45.0,55.0,39.0,35.0,39.0,42.0,5,False,-1.5321588070650236,14.0
505,Watchog,Normal,Flying,420.0,60.0,85.0,69.0,60.0,69.0,77.0,5,False,-0.1721467138961846,14.0
506,Lillipup,Normal,Flying,275.0,45.0,60.0,45.0,25.0,45.0,55.0,5,False,-1.3673088563778915,14.0
507,Herdier,Normal,Flying,370.0,65.0,80.0,65.0,35.0,65.0,60.0,5,False,-0.5842715906140146,14.0
508,Stoutland,Normal,Flying,500.0,85.0,110.0,90.0,45.0,90.0,80.0,5,False,0.4872530888523433,14.0
509,Purrloin,Dark,Flying,281.0,41.0,50.0,37.0,50.0,37.0,66.0,5,False,-1.317853871171752,2.0
510,Liepard,Dark,Flying,446.0,64.0,88.0,50.0,88.0,50.0,106.0,5,False,0.042158221997086964,2.0
511,Pansage,Grass,Flying,316.0,50.0,53.0,48.0,53.0,48.0,64.0,5,False,-1.029366457469271,11.0
512,Simisage,Grass,Flying,498.0,75.0,98.0,63.0,98.0,63.0,101.0,5,False,0.47076809378363016,11.0
513,Pansear,Fire,Flying,316.0,50.0,53.0,48.0,53.0,48.0,64.0,5,False,-1.029366457469271,7.0
514,Simisear,Fire,Flying,498.0,75.0,98.0,63.0,98.0,63.0,101.0,5,False,0.47076809378363016,7.0
515,Panpour,Water,Flying,316.0,50.0,53.0,48.0,53.0,48.0,64.0,5,False,-1.029366457469271,19.0
516,Simipour,Water,Flying,498.0,75.0,98.0,63.0,98.0,63.0,101.0,5,False,0.47076809378363016,19.0
517,Munna,Psychic,Flying,292.0,76.0,25.0,45.0,67.0,55.0,24.0,5,False,-1.2271863982938294,16.0
518,Musharna,Psychic,Flying,487.0,116.0,55.0,85.0,107.0,95.0,29.0,5,False,0.38010062090570756,16.0
519,Pidove,Normal,Flying,264.0,50.0,55.0,50.0,36.0,30.0,43.0,5,False,-1.457976329255814,14.0
520,Tranquill,Normal,Flying,358.0,62.0,77.0,62.0,50.0,42.0,65.0,5,False,-0.6831815610262938,14.0
521,Unfezant,Normal,Flying,488.0,80.0,115.0,80.0,65.0,55.0,93.0,5,False,0.38834311844006414,14.0
522,Blitzle,Electric,Flying,295.0,45.0,60.0,32.0,50.0,32.0,76.0,5,False,-1.2024589056907595,4.0
523,Zebstrika,Electric,Flying,497.0,75.0,100.0,63.0,80.0,63.0,116.0,5,False,0.46252559624927353,4.0
524,Roggenrola,Rock,Flying,280.0,55.0,75.0,85.0,25.0,25.0,15.0,5,False,-1.3260963687061085,17.0
525,Boldore,Rock,Flying,390.0,70.0,105.0,105.0,50.0,40.0,20.0,5,False,-0.4194216399268826,17.0
526,Gigalith,Rock,Flying,515.0,85.0,135.0,130.0,60.0,80.0,25.0,5,False,0.6108905518676924,17.0
527,Woobat,Psychic,Flying,313.0,55.0,45.0,43.0,55.0,43.0,72.0,5,False,-1.0540939500723407,16.0
528,Swoobat,Psychic,Flying,425.0,67.0,57.0,55.0,77.0,55.0,114.0,5,False,-0.13093422622440162,16.0
529,Drilbur,Ground,Flying,328.0,60.0,85.0,40.0,30.0,45.0,68.0,5,False,-0.9304564870569918,12.0
530,Excadrill,Ground,Steel,508.0,110.0,135.0,60.0,50.0,65.0,88.0,5,False,0.5531930691271961,12.0
531,Audino,Normal,Flying,445.0,103.0,60.0,86.0,60.0,86.0,50.0,5,False,0.03391572446273037,14.0
531,Mega Audino,Normal,Fairy,545.0,103.0,60.0,126.0,80.0,126.0,50.0,5,False,0.8581654778983903,14.0
532,Timburr,Fighting,Flying,305.0,75.0,80.0,55.0,25.0,35.0,35.0,5,False,-1.1200339303471936,6.0
533,Gurdurr,Fighting,Flying,405.0,85.0,105.0,85.0,40.0,50.0,40.0,5,False,-0.29578417691153364,6.0
534,Conkeldurr,Fighting,Flying,505.0,105.0,140.0,95.0,55.0,65.0,45.0,5,False,0.5284655765241263,6.0
535,Tympole,Water,Flying,294.0,50.0,50.0,40.0,50.0,40.0,64.0,5,False,-1.2107014032251162,19.0
536,Palpitoad,Water,Ground,384.0,75.0,65.0,55.0,65.0,55.0,69.0,5,False,-0.4688766251330222,19.0
537,Seismitoad,Water,Ground,509.0,105.0,95.0,75.0,85.0,75.0,74.0,5,False,0.5614355666615527,19.0
538,Throh,Fighting,Flying,465.0,120.0,100.0,85.0,30.0,85.0,45.0,5,False,0.19876567514986235,6.0
539,Sawk,Fighting,Flying,465.0,75.0,125.0,75.0,30.0,75.0,85.0,5,False,0.19876567514986235,6.0
540,Sewaddle,Bug,Grass,310.0,45.0,53.0,70.0,40.0,60.0,42.0,5,False,-1.0788214426754106,1.0
541,Swadloon,Bug,Grass,380.0,55.0,63.0,90.0,50.0,80.0,42.0,5,False,-0.5018466152704486,1.0
542,Leavanny,Bug,Grass,500.0,75.0,103.0,80.0,70.0,80.0,92.0,5,False,0.4872530888523433,1.0
543,Venipede,Bug,Poison,260.0,30.0,45.0,59.0,30.0,39.0,57.0,5,False,-1.4909463193932406,1.0
544,Whirlipede,Bug,Poison,360.0,40.0,55.0,99.0,40.0,79.0,47.0,5,False,-0.6666965659575805,1.0
545,Scolipede,Bug,Poison,485.0,60.0,100.0,89.0,55.0,69.0,112.0,5,False,0.36361562583699436,1.0
546,Cottonee,Grass,Fairy,280.0,40.0,27.0,60.0,37.0,50.0,66.0,5,False,-1.3260963687061085,11.0
547,Whimsicott,Grass,Fairy,480.0,60.0,67.0,85.0,77.0,75.0,116.0,5,False,0.3224031381652113,11.0
548,Petilil,Grass,Flying,280.0,45.0,35.0,50.0,70.0,50.0,30.0,5,False,-1.3260963687061085,11.0
549,Lilligant,Grass,Flying,480.0,70.0,60.0,75.0,110.0,75.0,90.0,5,False,0.3224031381652113,11.0
550,Basculin,Water,Flying,460.0,70.0,92.0,65.0,80.0,55.0,98.0,5,False,0.15755318747807937,19.0
551,Sandile,Ground,Dark,292.0,50.0,72.0,35.0,35.0,35.0,65.0,5,False,-1.2271863982938294,12.0
552,Krokorok,Ground,Dark,351.0,60.0,82.0,45.0,45.0,45.0,74.0,5,False,-0.7408790437667899,12.0
553,Krookodile,Ground,Dark,519.0,95.0,117.0,80.0,65.0,70.0,92.0,5,False,0.6438605420051188,12.0
554,Darumaka,Fire,Flying,315.0,70.0,90.0,45.0,15.0,45.0,50.0,5,False,-1.0376089550036276,7.0
554,Galarian Darumaka,Ice,Flying,315.0,70.0,90.0,45.0,15.0,45.0,50.0,8,False,-1.0376089550036276,13.0
555,Darmanitan Standard Mode,Fire,Flying,480.0,105.0,140.0,55.0,30.0,55.0,95.0,5,False,0.3224031381652113,7.0
555,Galarian Darmanitan Standard Mode,Ice,Flying,480.0,105.0,140.0,55.0,30.0,55.0,95.0,8,False,0.3224031381652113,13.0
555,Darmanitan Zen Mode,Fire,Psychic,540.0,105.0,30.0,105.0,140.0,105.0,55.0,5,False,0.8169529902266073,7.0
555,Galarian Darmanitan Zen Mode,Ice,Fire,540.0,105.0,160.0,55.0,30.0,55.0,135.0,8,False,0.8169529902266073,13.0
556,Maractus,Grass,Flying,461.0,75.0,86.0,67.0,106.0,67.0,60.0,5,False,0.16579568501243597,11.0
557,Dwebble,Bug,Rock,325.0,50.0,65.0,85.0,35.0,35.0,55.0,5,False,-0.9551839796600615,1.0
558,Crustle,Bug,Rock,475.0,70.0,95.0,125.0,65.0,75.0,45.0,5,False,0.28119065049342834,1.0
559,Scraggy,Dark,Fighting,348.0,50.0,75.0,70.0,35.0,70.0,48.0,5,False,-0.7656065363698598,2.0
560,Scrafty,Dark,Fighting,488.0,65.0,90.0,115.0,45.0,115.0,58.0,5,False,0.38834311844006414,2.0
561,Sigilyph,Psychic,Flying,490.0,72.0,58.0,80.0,103.0,80.0,97.0,5,False,0.40482811350877734,16.0
562,Yamask,Ghost,Flying,303.0,38.0,30.0,85.0,55.0,65.0,30.0,5,False,-1.1365189254159067,9.0
562,Galarian Yamask,Ground,Ghost,303.0,38.0,55.0,85.0,30.0,65.0,30.0,8,False,-1.1365189254159067,12.0
